id,target_name_ar,sentence,subject,relation,object,evidence,split,pep_sentence
438,حامد محمد كميخ العازمي,الموسوعه الحره حامد محمد العازمي وزير التربيه في المنصب 19 نوفمبر,,,,,,True
439,حامد محمد كميخ العازمي,ماجستير و دكتوراه ) المهنه موظف مدني تعديل مصدري تعديل حامد محمد العازمي (,,,,,,False
440,عبد الرحمن العاصي,عبد الرحمن عاصي رييس نادي الجاليه المصريه سلطنه عمان الجاليه المصريه متابعه الانتخابات الجوله الاخيره التصويت انتخابات مجلس النواب الم,,,,,,False
441,عبد الرحمن العاصي,22 نوفمبر 2025 02:07 م انتخابات المصريين بالخارج فيسبوك واتساب كتب محمد عبد العظيم اكد رييس نادي الجاليه المصريه في سلطنه عمان عبد الرحمن عاصي,,,,,,False
442,عبد الرحمن العاصي,السفير خالد راضي : نقدم الشكر لجلاله السلطان هيثم والسلطات العمانيه و نفخر بوعا وحب وانتماء المصريين لبلدهم الدكتور عبد الرحمن عاصي : الشكر للرعاه و لشركاء النجاح علا ما قدموه من عطاء طريق المستقبل,,,,,,False
443,عبد الرحمن العاصي,"شاركه في الاستحقاق الدستوري وفي فاعليه "" عشانك يا مصر"" تطوير العمل بمقرالنادي الحضور الكريم يحرص مجلس الاداره علا تطوير العمل بالمقر والذي نسعا من خلاله غل تحقيق ما نصبوا اليه من فاعليات وانشطه تليق بابناء الجاليه المصريه ويتسع للعديد من الانشطه الرياضيه والخدميه يصاحبه تطور رقمي في كافه مناحي الاطار الخدمي والتي نحرص خلال الفتره القادمه الشكر لسلطنه عمان وبعد كلمه الدكتور عبد الرحمن عاصي شكر سعاده ال",,,,,,False
444,عبد الرحمن العاصي,شاركه ملحوظه وتفاعل كبير من من الاخوه المصريين المتواجدين بالسلطنه ،وهذا يعكس وعا وحب وانتماء المصريين هنا الا وطنهم مصر وهذا النجاح لم ياتي من فراغ ولكن كان بسبب الاعداد والتخطيط والعمل الدووب من قبل السفاره ونادي الجاليه والدكتور عبد الرحمن عاصي والمهندس خالد الشال وكل الاخوه العاملين في النادي في مختلف لجانه الفرعيه الذين ساهموا جميعا بعمل وجهد ونشاط كبير لاخراج هذا اليوم بهذا النجاح وكانت الم,,,,,,False
445,عبد الرحمن العاصي,شاركه ملحوظه وتفاعلا من كل المصريين شكر خاص كما وجه الدكتور عبد الرحمن عاصي رييس النادي شكر خاص لمدير النادي سليم سعد وقال : انه شعله النشاط داخل النادي وهو دايما خلف الكاميرا حتا نظهر نحن فيها وهو يعمل من خلف الكواليس وجندا مجهول ولا يمكن ان ننهي الحفل بدون ان نوجه له الشكر كما قدم المهندس خالد الشال,,,,,,False
446,عبد الرحمن العاصي,وهذا يعكس وعا وحب وانتماء المصريين هنا الا وطنهم مصر وهذا النجاح لم ياتي من فراغ ولكن كان بسبب الاعداد والتخطيط والعمل الدووب من قبل السفاره ونادي الجاليه والدكتور عبد الرحمن عاصي والمهندس خالد الشال وكل الاخوه العاملين في النادي في مختلف لجانه الفرعيه الذين ساهموا جميعا بعمل وجهد ونشاط كبير لاخراج هذا اليوم بهذا النجاح وكانت الم,,,,,,False
447,شيماء علي,عينك فاطمه في المسرح سنه الانتاج المسرحيه المحقق كونان ريمي والقصر المسحور فرح وخادم الامير 2004 سابق وتالي الفتيان والقرصان شهر عسل بصل اولا اول مدينه الظلام خمس خوات وصياد الزوج يريد تغيير المدام احلام وطن مدينه البطاريق ارض الاحلام مدينه البطاريق 2 المراجع شيماء علي,,,,,,False
448,شيماء علي,فيديو 28 فبراير 2018 علا موقع شيماء علي: انا لست كويتيه,,,,,,False
449,شيماء علي,عينك فاطمه في المسرح سنه الانتاج المسرحيه المحقق كونان ريمي والقصر المسحور فرح وخادم الامير 2004 سابق وتالي الفتيان والقرصان شهر عسل بصل اولا اول مدينه الظلام خمس خوات وصياد الزوج يريد تغيير المدام احلام وطن مدينه البطاريق ارض الاحلام مدينه البطاريق 2 المراجع شيماء علي تمثيل,,,,,,False
450,شيماء علي,اخبار ذات علاقه الموت يفجع الفنانه الكويتيه شيماء علي واضافت انها استجمعت قواها لفتح ابواب السياره,,,,,,False
451,حسين مزيد عويس هادي الديحاني,الموسوعه الحره معلومات شخصيه اسم الولاده حسين مزيد عويس هادي الديحاني المطيري الميلاد 1955 (العمر 71 سنه) مواطنه مناصب الحياه العمليه المدرسه الام ليسانس اداب جامعه دمشق المهنه سياسي تعديل مصدري,,,,,,True
452,حسين مزيد عويس هادي الديحاني,تعديل حسين مزيد عويس هادي الديحاني المطيري,,,,,,False
453,حسين مزيد عويس هادي الديحاني,الثالث حسين مزيد عويس هادي الديحاني من مواليد 1955 وحاصل علا ليسانس اداب من جامعه دمشق وحظا بعضويه مجلس الامه عام 1999 و2003 و2006وعضو المجلس البلدي عام 1992 ونايب رييس المجلس البلدي عام 1995,,,,,,True
454,حسين مزيد عويس هادي الديحاني,اما المرشح الثاني الفايز حسين مزيد عويس هادي الديحاني مواليد 1955 وحاصل علا ليسانس اداب وحظا بعضويه مجلس الامه لعامي 1999 و2003 وعضو المجلس البلدي عام 1992 ونايب رييس المجلس البلدي عام 1995,,,,,,True
455,مخلد راشد سعد غريب العازمي,الموسوعه الحره معلومات شخصيه اسم الولاده مخلد راشد سعد غريب العازمي تاريخ الميلاد 1961 (العمر 65 سنه) مواطنه الكويت مناصب الحياه العمليه المهنه سياسي تعديل مصدري,,,,,,True
456,مخلد راشد سعد غريب العازمي,النايب مخلد راشد سعد غريب العازمي النايب مخلد راشد سعد غريب العازمي المصور : ارشيف,,,,,,True
457,احمد ياسر,نادي الدحيل وافقت اداره نادي الدحيل علا طلب اعاره لاعب الفريق احمد ياسر الذي تقدمت به اداره نادي فيسيل كوبي الياباني وذلك من اغسطس الجاري وحتا يناير من العام القادم,,,,,,False
458,خالد الفليج,مبعوث امير الكويت يتوجه الا قطر ووزير الاعلام الا جده سامح ابو الحسن 04 يوليو 2017 80 اضغط هنا لقراءه ملخص الموضوع (تجريبي) غادر خالد الفليج,,,,,,False
459,خالد الفليج,السيد / صلاح خالد الفليج عضو مجلس اداره انتخب عضو مجلس اداره من 1995 وتتمثل خبراته السابقه كرييس تنفيذي لشركه اولاد خالد الفليج وشركه سليمان الفليج للتجاره العامه والمقاولات وكذلك نايب رييس مجلس اداره بنك الخليج,,,,,,False
460,شفيقه العوضي,تعيين شفيقه العوضي مديرا عاما لهييه ذوي الاعاقه سيف باكير 04 اكتوبر 2016 103 اضغط هنا لقراءه ملخص الموضوع (تجريبي) اعلن وزير الدوله لشوون مجلس الوزراء الشيخ محمد العبدالله ان مجلس الوزراء احيط علما اليوم بقبول استقاله الدكتور طارق الشطي مدير عام الهييه العامه لشوون ذوي الاعاقه,,,,,,True
461,شفيقه العوضي,واعتمد مشروع مرسوم تعيين الدكتوره شفيقه العوضي مديرا عاما للهييه بدرجه وكيل وزاره,,,,,,True
462,تركي محمد فلاح فالح المجليه العازمي,الموسوعه الحره تركي العازمي معلومات شخصيه اسم الولاده تركي محمد فلاح فالح المجليه العازمي الميلاد 1953 (العمر 73 سنه) الكويت الجنسيه الكويت الديانه مسلم الحياه العمليه المدرسه الام دبلوم علوم تجاريه,,,,,,False
463,تركي محمد فلاح فالح المجليه العازمي,تخصص ادراه المهنه سياسي صحفي الحزب قبلي مستقل تعديل مصدري تعديل تركي محمد فلاح فالح المجليه العازمي ( 1958 ),,,,,,True
464,عبدالله الهاجري,وكيل شوون المستهلكين في «الكهرباء» اعلن عن تشكيل فرق لمتابعه فواتير القياديين في الدوله باشراف الوزير الهاجري ل«الراي»: تحصيل 90 مليون دينار في شهرين عبدالله الهاجري 5 سبتمبر 2012 12:00 ص,,,,,,True
465,عبدالله الهاجري,كشف وكيل وزاره الكهرباء والماء المساعد لشوون المستهلكين عبدالله الهاجري ل«الراي» ان مجموع المبالغ المستحقه علا المستهلكين للكهرباء والماء في الكويت حتا شهر ابريل الماضي بلغ 302 مليون دينار,,,,,,True
466,سالم مثيب أحمد مثيب الأذينة,2012 العاهل صباح الاحمد الجابر الصباح رييس الوزراء جابر مبارك الحمد الصباح بدر الشريعان عبد العزيز الابراهيم معلومات شخصيه اسم الولاده سالم مثيب الاذينه العازمي الميلاد 1968 (العمر 58 سنه) مدينه الكويت الجنسيه كويتي الحياه العمليه المدرسه الام بكالوريوس في هندسه الالكترونيات تعديل مصدري,,,,,,False
467,سالم مثيب أحمد مثيب الأذينة,تعديل سالم مثيب الاذينه العازمي مواليد 1968 وزير كويتي سابق,,,,,,True
468,سالم مثيب أحمد مثيب الأذينة,شغل منصب رييس الهييه العامه للاتصالات وتقنيه المعلومات بدرجه وزير من سنه 2014 الا 2022م 2 انظر ايضا بدر الشريعان عبد الله عبد المحسن الشرهان المراجع ^ سالم مثيب احمد مثيب الاذينه نسخه محفوظه 27 سبتمبر 2015 علا موقع واي باك مشين ^ جريده النهار :: الاولا :: الاذينه رييسا لهييه الاتصالات :: :: 28/10/2014 نسخه محفوظه 04 مارس 2016 علا موقع واي باك مشين بوابه اعلام بوابه الكويت مجلوبه من « https://ar,,,,,,True
469,سالم مثيب أحمد مثيب الأذينة,الرييسيه / الاشخاص / سالم مثيب احمد مثيب الاذينه سالم مثيب احمد مثيب الاذينه الطايفه سني العايله الاذينه القبيله العوازم الم,,,,,,False
470,سالم مثيب أحمد مثيب الأذينة,ثنيان علي ثنيان صالح الاذينه حزام خليف الاذينه حمد محمد مثيب الاذينه سالم مثيب احمد مثيب الاذينه وزير علي ثنيان صالح الاذينه نايب مرضي عبدالله راضي الاذينه نايب Comments & Questions Michael Herb,,,,,,False
471,سالم مثيب أحمد مثيب الأذينة,ثنيان علي ثنيان صالح الاذينه حزام خليف الاذينه حمد محمد مثيب الاذينه سالم مثيب احمد مثيب الاذينه وزير علي ثنيان صالح ال,,,,,,False
472,خضير عقله صياد سحيمان العنزي,خضير العنزي مواضيع : 19 خضير العنزي خضير عقله صياد سحيمان العنزي,,,,,,False
473,علي الشمري,"شركه ""جي اس يو"" علي الشمري قايد طموح في قطاعي الطاقه والاقتصاد ويتمتع بمهارات تقنيه استثناييه",,,,,,False
474,صالح عبدالوهاب حسين الرومي,الموسوعه الحره صالح الرومي معلومات شخصيه اسم الولاده صالح عبد الوهاب حسين الرومي مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,,True
475,صالح عبدالوهاب حسين الرومي,تعديل صالح عبد الوهاب حسين الرومي مواليد دوله الكويت,,,,,,False
476,فيصل عبدالرحمن مدلج محمد المدلج,الرييسيه / الاشخاص / فيصل عبدالرحمن مدلج محمد المدلج فيصل عبدالرحمن مدلج محمد المدلج العايله المدلج المشاركات في الحكومه الحكومه الوزاره الحكومه 37 وزاره التجاره والصناعه وزير التجاره والصناعه وزاره الدوله للشوون الاقتصاديه وزير دوله للشوون الاقتصاديه المشاركات في الانتخابات ومجالس الامه الانتخابات الدايره الترتيب عدد الاصوات النتيجه مجلس الامه 2003 الخالديه (2003) 7 481 خسر,,,,,,True
477,فيصل عبدالرحمن مدلج محمد المدلج,وزير الدوله لشوون مجلس الوزراء فيصل عبدالرحمن مدلج محمد المدلج,,,,,,True
478,عباس حسين شعبان الخضاري,الموسوعه الحره معلومات شخصيه اسم الولاده عباس حسين شعبان الخضاري الميلاد 1936 (العمر 90 سنه) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام دبلوم في العلوم الاداري المهنه سياسي الحزب شيعي,,,,,,True
479,عباس حسين شعبان الخضاري,تعديل عباس حسين شعبان الخضاري من مواليد دوله الكويت في عام 1936,,,,,,False
480,نوره العجمي,محافظ لمركز تنميه الايرادات غير النفطيه سعاده الدكتور سطام السبيعي الرييس التنفيذي للمركز الوطني للذكاء الاصطناعي في الهييه السعوديه للبيانات والذكاء الاصطناعي (سدايا) سعاده الاستاذه نوره العجمي وكيل وزاره التجاره المساعد للاعمال الرقابيه سعاده الاستاذ ابراهيم العليان مدير عام الرقابه والتفتيش في وزاره السياحه سعاده المهندس علي بن هادي راجحي الرييس التنفيذي للمركز الوطني للتفتيش والرقابه تاريخ اخر تعديل: 25/12/2025,,,,,,True
481,محمد براك عبدالمحسن محمد المطير,عضو مجلس الامه 19 يوليو 2003 7 اكتوبر 2012 جابر الاحمد الجابر الصباح سعد العبد الله السالم الصباح صباح الاحمد الجابر الصباح جاسم محمد الخرافي معلومات شخصيه اسم الولاده محمد براك عبدالمحسن محمد المطير تاريخ الميلاد 5 مايو 1969 (العمر 56 سنه) الجنسيه الكويت الكنيه ابو براك الديانه الاسلام الحياه العمليه المهنه سياسي,,,,,,True
482,محمد براك عبدالمحسن محمد المطير,تعديل محمد براك المطير (مواليد 5 مايو 1969 ) سياسي كويتي,,,,,,True
483,محمد براك عبدالمحسن محمد المطير,وزير انس الصالح (سبتمبر 2020) تصويت فتح باب ما يستجد من اعمال (تعديل النظام الانتخابي) مجلس الامه 2020 اشترك محمد المطير مع بتقديم استجواب الا رييس مجلس الوزراء صباح الخالد الحمد الصباح من محور واحد فقط وهو الانتقاييه في تطبيق القانون,,,,,,True
484,محمد براك عبدالمحسن محمد المطير,"30/09/2022"" في 2022-12-02 ""كونا : مجلس الامه ينتخب محمد براك المطير نايبا لرييس المجلس للفصل التشريعي ال17",,,,,,True
485,محمد براك عبدالمحسن محمد المطير,"07/06/2023"" في 2023-09-23 ""كونا : مجلس الامه ينتخب محمد براك المطير نايبا لرييس المجلس للفصل التشريعي ال17",,,,,,True
486,محمد براك عبدالمحسن محمد المطير,"10/05/2024"" في 2024-05-11 2024-05-10 محمد براك عبد المحسن محمد المطير 2020-1-22 علا موقع محمد براك المطير 31 يوليو 2019 علا موقع انشطه نواب الدايره الثالثه وتصويتهم علا اهم القضايا",,,,,,True
487,محمد براك عبدالمحسن محمد المطير,"محمد براك المطير"" راقب50 في 2020-10-26 2020-10-26 ""اداء ال",,,,,,False
488,صالح ذياب وصل الله منير المطيري,الموسوعه الحره صالح ذياب المطيري معلومات شخصيه اسم الولاده الميلاد 27 مايو 1971 (العمر 54 سنه) الجنسيه الديانه مسلم الحياه العمليه التعلم طبيب,,,,,,False
489,حنان  الشمالي,ومساعدته للتدريب الميداني الدكتوره حنان الشمالي,,,,,,False
490,حنان  الشمالي,وعضو هييه التدريس الدكتوره حنان الشمالي,,,,,,False
491,حمد خليفة الحميدة,الموسوعه الحره حمد خليفه الحميده مناصب معلومات شخصيه اسم الولاده حمد خليفه الحميده العازمي الميلاد 1916 تاريخ الوفاه 20 فبراير 1981 (65 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل قبلي تعديل مصدري تعديل حمد خليفه الحميده العازمي,,,,,,True
492,فيصل جاسم عبدالله القضيبي,( مارس 2020 ) فيصل القضيبي معلومات شخصيه اسم الولاده فيصل جاسم عبدالله القضيبي مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,,True
493,فيصل جاسم عبدالله القضيبي,تعديل فيصل جاسم عبد الله القضيبي مواليد دوله الكويت,,,,,,False
494,لطيفه  المطيري,"محاضره ""المرونه النفسيه"" لموظفي الهييه الاخبار محاضره ""المرونه النفسيه"" لموظفي الهييه 2019/04/22 نظمت اداره التطوير والتدريب التابعه لقطاع الماليه والاداريه بالهييه بالتعاون مع مكتب الانماء الاجتماعي محاضره ""المرونه النفسيه"" للموظفين حاضر فيها لطيفه المطيري وبحضور علي مروي نايب المدير لقطاع الماليه والاداريه وجابر عباس الابراهيم مدير اداره التطوير والتدريب",,,,,,False
495,لطيفه  المطيري,والدكتور محمد الدوسري من اداره الطب الرياضي عرفت لطيفه المطيري مفهوم المرونه النفسيه والمهارات المستخدمه لكيفيه حل المشكلات واداره الازمات واهميه اتخاذ القرارات ونتايجها بالاضافه لمهاره الحوار والتحدث,,,,,,False
496,عبدالعزيز عبدالله الصرعاوي,"1/4/2009 __________________ ""وتلك الايام نداولها بين الناس"" مشاهده ملفه الشخصي زياره موقع IE المفضل البحث عن المشاركات التي كتبها IE # 2 01-04-2009, 01:40 AM سعدون باشا عضو متميز تاريخ التسجيل: Sep 2008 الدوله: دوله الكويت المشاركات: 788 اتا ليكمل مسيره والده رحمه الله عادل عبدالعزيز عبدالله الصرعاوي من مواليد 1962 يحمل بكالوريوس محاسبه وعضو مجلس الامه 2003 و2006 التعديل الاخير تم بواسطه سعدون باشا",,,,,,False
497,شوق العنزي,مضيفا انه تم التعرف علا جثه المجني عليها الملقبه ب شوق العنزي وبين انه تم القبض علا الجاني تولد 2003 بعد ان تمكن من الهرب الا محافظه الانبار وقالت وسايل اعلام عراقيه,,,,,,False
498,احمد ايمن احمد عثمان,واكد العميد ايمن احمد عثمان لسودان تربيون ان ولايات: الخرطوم والنيل الابيض والجزيره الان خاليه من مليشيات الدعم السريع بعد ان استعاد الجيش السيطره علا جبل الاولياء,,,,,,True
499,جاسم إسماعيل جمعة,"^ ""وفاه السفير والنايب السابق جاسم اسماعيل الياسين",,,,,,False
500,جاسم إسماعيل جمعة,الموسوعه الحره جاسم اسماعيل جمعه مناصب نايب في مجلس الامه الكويتي 1971,,,,,,True
501,جاسم إسماعيل جمعة,1975 الانتخابات انتخابات مجلس الامه الكويتي 1971 معلومات شخصيه اسم الولاده جاسم اسماعيل جمعه الياسين الميلاد 1 يناير 1938 مدينه الكويت الوفاه 11 فبراير 2023 (85 سنه) 1 مدينه الكويت مواطنه الكويت الديانه مسلم الحياه العمليه المدرسه الام جامعي المهنه سياسي,,,,,,True
502,جاسم إسماعيل جمعة,تعديل جاسم اسماعيل جمعه الياسين ( 1938,,,,,,False
503,جاسم إسماعيل جمعة,"مراجع عدل ^ ""وفاه السفير والنايب السابق جاسم اسماعيل الياسين",,,,,,False
504,خالد ال بن علي,فريقنا السيد / عبدالله النفيسي رييس مجلس الاداره السيد / نبيل عبداللطيف النصف نايب رييس مجلس الاداره السيد / خالد ال بن علي المدير العام السيد / احمد عزمي مدير الشوون الماليه والاداريه علاماتنا التجاريه Euro Vanille لوتوسا Beaufor Tiptree Sonneveld Mc Queen Ronnefeldt Ponthier Pons Camp Angus Beef Carma Bel Normande Acqua Panna Naarmann la Corvinia De Cecco Danaeg,,,,,,False
505,راشد سيف راشد الحجيلان,الموسوعه الحره راشد سيف الحجيلان مناصب معلومات شخصيه الميلاد 1936 مواطنه الحياه العمليه المهنه سياسي تعديل مصدري,,,,,,True
506,عبدالعزيز  بودستور,منها اربع من وزاره الاعلام وهم مدير المصنفات الفنيه عبدالعزيز بودستور,,,,,,True
507,عسكر عويد عسكر بقان العنزي,الموسوعه الحره مناصب معلومات شخصيه اسم الولاده عسكر عويد عسكر بقان العنزي تاريخ الميلاد 1971 (العمر 54-55) مواطنه الكويت الحياه العمليه المهنه سياسي تعديل مصدري,,,,,,True
508,عسكر عويد عسكر بقان العنزي,تعديل عسكر عويد عسكر بقان العنزي ( 1971 -),,,,,,False
509,عسكر عويد عسكر بقان العنزي,المرشح والنايب السابق عسكر عويد عسكر بقان العنزي المرشح والنايب السابق عسكر عويد عسكر بقان العنزي المصور : غازي قفاف,,,,,,True
510,فارس سعد عيد عبدالله العتيبي,الموسوعه الحره معلومات شخصيه اسم الولاده فارس سعد عيد عبد الله العتيبي الميلاد 14 اكتوبر 1974 (العمر 51 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,,True
511,فارس سعد عيد عبدالله العتيبي,تعديل فارس سعد عيد عبد الله العتيبي ( 14 اكتوبر 1974,,,,,,False
512,فارس سعد عيد عبدالله العتيبي,"4 مجلس الامه الكويتي 2020 الموضوع الموقف استجواب الوزير حمد جابر العلي (يناير 2022) استجواب الوزير احمد ناصر الصباح (فبراير 2022) استجواب الوزير علي حسين الموسا (مارس 2022) في شكوا رييس المجلس مراجع ""فارس سعد عيد العتيبي",,,,,,False
513,فارس سعد عيد عبدالله العتيبي,"انتخابات مجلس الامه 2016"" جريده القبس الكويتيه ""فارس سعد العتيبي"" راقب50 ""فارس سعد عيد عبدالله العتيبي"" KuwaitDateBase ""اداء ال",,,,,,False
514,سيد عباس  البحراني,السيد عباس البحراني الصفحات : ١٩٩ دار النشر : دار حروف الطبعه الاولا ٢٠١٨م,,,,,,False
515,عبدالرزاق مشاري العدواني,العايله عبدالرزاق مشاري العدواني وزير العدواني عبدالله مرزوق ناهي مفرج العدواني نايب العدواني Comments & Questions Michael Herb,,,,,,True
516,محمد الختلان,نايب المدير العام للشوون الماليه والاداريه السيد احمد محمد الختلان و,,,,,,False
517,أحمد فهد سليمان الطخيم,( مارس 2020 ) احمد الطخيم معلومات شخصيه اسم الولاده احمد فهد سليمان الطخيم مكان الميلاد الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل تعديل مصدري,,,,,,True
518,أحمد فهد سليمان الطخيم,تعديل احمد فهد سليمان الطخيم مواليد دوله الكويت,,,,,,False
519,محمد المطيري,ابراهيم فهد كميل محمد عبد الله الرحمه عبد الهادي عوض العنزي احمد جمال اليحيا عبد الرحمن فهد كميل سلطان طارق الفرج فهد خليل الحربي حميد محمد المطيري محمد انور الراشد مشاري غنام العنزي عبد العزيز ناجا مهران احمد عبدالله الظفيري عبد الرحمن كميل احمد الزنكي رضا هاني فهد الهاجري فيصل زايد الحربي ابراهيم فهد كميل الجنسيه Kuwait الفريق الحالي الكويت,,,,,,False
520,وليد مناحي صنهات ساير العصيمي,تعديل وليد مناحي صنهات ساير العصيمي العتيبي,,,,,,False
521,خالد العازمي,"Hidaya Sultan al-Salem"" ,Committee to Protect Journalists,20 March 2001"" 29 نوفمبر 2017 علا موقع هكذا اغتال خالد العازمي هدايه سلطان في يوم ""مشووم"" 01 مايو 2019 علا موقع كامل سلمان الجبوري (2003)",,,,,,False
522,خالد العازمي,"هكذا اغتال خالد العازمي هدايه سلطان في يوم ""مشووم""",,,,,,False
523,خالد العازمي,"ارم نيوز الجيش الاسراييلي: تمكنا امس من اغتيال قايد القوات الخاصه في قوه الرضوان التابعه لحزب الله الجيش الاسراييلي: تمكنا امس من اغتيال قايد القوات الخاصه في قوه الرضوان التابعه لحزب الله اخبار منوعات صحه تكنولوجيا اقتصاد بييه رياضه فيديو اخر الاخبار ترند منوعات هكذا اغتال خالد العازمي هدايه سلطان في يوم ""مشووم"" سماح مغوش سماح مغوش اعاد جمع الديه لقاتل الاعلاميه الكويتيه هدايه سلطان (65 عاما)",,,,,,False
524,سلطان سلمان سلطان العجمي,الموسوعه الحره معلومات شخصيه اسم الولاده سلطان سلمان سلطان العجمي الميلاد 1940 (العمر 86 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,,True
525,سلطان سلمان سلطان العجمي,تعديل سلطان سلمان سلطان العجمي مواليد دوله الكويت,,,,,,False
526,سلطان سلمان سلطان العجمي,"مراجع عدل ^ ""سلطان سلمان سلطان العجمي""",,,,,,False
527,عمر عبدالسلام,وفاه طالب بكليه اصول الدين بعد اذانه لصلاه المغرب بالمنوفيه محافظه المنوفيه وفاه الطالب عمر كليه اصول الدين اخبار المنوفيه كعادته٫ ومثل كل يوم٫ يذهب عمر عبدالسلام٫ ابن قريه العطف بمحافظه المنوفيه,,,,,,False
528,مزعل محمد هادي محمد النمران,يذكر ان المرشح الاول الفايز مزعل محمد هادي محمد النمران من مواليد عام 1961حاصل علا بكالوريوس علوم شرطيه وتقلد عدد من رياسه الاقسام في وزاره الداخليه منها رييس قسم الفحص الفني لمحافظه حولي ورييس اختبار مدرسه العاصمه رييس قسم الرخص في محافظه حولي ورييس الفحص الفني لمحافظه الفروانيه,,,,,,True
529,مزعل محمد هادي محمد النمران,سعود قناص سعود محمد النمران فلاح سعود النمران سني محمد مجبل صالح النمران هادا عدس صالح النمران محمد سعود محمد النمران مزعل محمد هادي محمد النمران سني نايب Comments & Questions Michael Herb,,,,,,True
530,محمد مروي ملفي مبارك الهدية,الموسوعه الحره معلومات شخصيه اسم الولاده محمد مروي ملفي مبارك الهديه الميلاد (العمر 61-62) الجنسيه الحياه العمليه التعلم بكالوريوس هندسه مدنيه المدرسه الام جامعه الكويت المهنه سياسي الحزب قبلي مستقل تعديل مصدري,,,,,,True
531,محمد مروي ملفي مبارك الهدية,تعديل محمد مروي ملفي مبارك الهديه (,,,,,,False
532,محمد مروي ملفي مبارك الهدية,"وزير انس الصالح (سبتمبر 2020) مراجع ""مجلس الامه دوله الكويت"" في 2018-10-25 2020-02-21 ""انتخابات مجلس الامه 2022"" جريده الانباء الكويتيه في 2022-08-26 2022-10-02 ""محمد مروي الهديه"" في 2016-11-27 2020-02-21 ""مجلس الامه",,,,,,True
533,سعود نشمى عواد معلج الحريجي,الموسوعه الحره معلومات شخصيه اسم الولاده سعود نشمي عواد معلج الحريجي الميلاد (العمر 63-64) الجنسيه الديانه مسلم الحياه العمليه المدرسه الام جامعي المهنه سياسي الحزب قبلي,,,,,,True
534,سعود نشمى عواد معلج الحريجي,"مستقل اللجان اسلاميون طرح الثقه بالوزير محمد العبد الله الصباح مع الوزير تحويل جلسه الشريط الا سريه شطب استجواب جابر المبارك قانون الشراكه بين القطاعين العام والخاص غير موافق قانون الجرايم الالكترونيه قانون البصمه الوراثيه غير موجود منع المسييين من الترشح مراجع ^ ا ب ج ""سعود نشما عواد معلج الحريجي""",,,,,,False
535,حمد جابر العلي الصباح,"ISBN 036769476X a b ""KUNA : السيره الذاتيه لنايب رييس مجلس الوزراء وزير الدفاع الشيخ حمد جابر العلي الصباح",,,,,,True
536,فاطمة الزهراء  دشتي,هذا وتم تكريم طلبه فريق مناظرات الجامعه المشارك في البطوله الدوليه السابعه لمناظرات موسسات التعليم العالي الحاصلين علا المركز الثالث وهم كل من فاطمه الزهراء دشتي من كليه التربيه,,,,,,False
537,فاطمة الزهراء  دشتي,امين عام الجامعه وعميد شوون الطلبه مع الطلبه الفايزين 13 نادر العتيبي سعد الحربي يوسف ابا دعيات عايد عبد الهادي جديع راشد الشيزاوي مريم الغريب فاطمه الزهراء دشتي نور سلوادي عبد الله الجيماز ياسمين العازمي غاده العليان بدريه عبد السلام عبد الله العيدان الظفيري: سقف التحدي المشروط بالثقافه والعلم بين الطلبه هو الركيزه الاساسيه في اعداد الفرد مدير الجامعه ا,,,,,,False
538,مبارك براك سالم حطاب الهيفي,الموسوعه الحره مبارك الهيفي معلومات شخصيه اسم الولاده مبارك براك سالم حطاب الهيفي الميلاد 1958 (العمر 68 سنه) الجنسيه الديانه مسلم الحياه العمليه المهنه سياسي الحزب مستقل,,,,,,True
539,مبارك براك سالم حطاب الهيفي,تعديل مبارك براك سالم حطاب الهيفي من مواليد دوله الكويت في عام 1958,,,,,,False
540,مبارك براك سالم حطاب الهيفي,"الاسلاميون المستقلون طرح الثقه بالوزير ضيف الله شرار ( 2003 معارض طرح الثقه طرح الثقه بالوزير الابراهيم ( 2002 ممتنع تجنيس البدون ( 2000 موافق طرح الثقه بالصبيح ( 2000 مويد طرح الثقه حقوق المراه السياسه ( 1999 غير موافق مراجع عدل ^ ""مبارك براك سالم حطاب الهيفي""",,,,,,True
541,عبدالعزيز الفودري,فهد عبدالعزيز الفودري والوفد المرافق التابع لمنطقه الجهراء الصحيه,,,,,,False
542,عبدالعزيز الفودري,والقا امر قاعده احمد الجابر الجويه العقيد الركن طيار عبدالعزيز الفودري كلمه اشاد خلالها بالدعم اللامحدود الذي يقدمه النايب الاول لرييس مجلس الوزراء ووزير الدفاع الشيخ جابر المبارك الحمد الصباح ورييس الاركان العامه واعطا نبذه عن المناهج والدروس والتدريبات العمليه التي تلقاها منتسبي هذه الدوره خلال فتره دراستهم والتي شملت دروس عسكريه نظريه وعمليه,,,,,,True
